,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.1367,0.2,5.686,0.0,0.725,1.548,***
market_trend,0.3602,0.087,4.155,0.0,0.182,0.539,***
texts_in_train_set,-1.423e-05,2.71e-05,-0.525,0.605,-7.01e-05,4.16e-05,
