,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.9997,0.051,19.534,0.0,0.898,1.102,***
texts_in_test_set,1.0816,0.093,11.686,0.0,0.897,1.266,***
texts_in_train_set,-0.7634,0.093,-8.248,0.0,-0.948,-0.579,***
