,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.0391,0.071,14.55,0.0,0.892,1.186,***
texts_in_test_set,0.5633,0.129,4.362,0.0,0.297,0.829,***
texts_in_train_set,-0.3199,0.129,-2.477,0.02,-0.586,-0.054,*
