,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.9487,0.237,3.997,0.0,0.475,1.423,***
market_trend,0.2108,0.103,2.048,0.045,0.005,0.416,*
texts_in_train_set,7.429e-06,3.22e-05,0.231,0.818,-5.68e-05,7.17e-05,
