,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.9326,0.314,2.97,0.041,0.061,1.805,*
market_trend,-0.0459,0.259,-0.177,0.868,-0.764,0.673,
"np.power(market_trend, 2)",-0.0916,0.201,-0.456,0.672,-0.65,0.467,
