,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.3121,0.071,18.505,0.0,1.171,1.454,***
texts_in_test_set,1.2194,0.128,9.51,0.0,0.963,1.475,***
texts_in_train_set,-0.116,0.128,-0.904,0.369,-0.372,0.14,
