,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.5511,0.559,2.775,0.05,-0.001,3.103,.
market_trend,0.8424,0.461,1.829,0.141,-0.437,2.121,
"np.power(market_trend, 2)",-0.2188,0.358,-0.611,0.574,-1.212,0.775,
