,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.645,0.1,6.461,0.0,0.445,0.845,***
texts_in_test_set,0.4608,0.181,2.552,0.013,0.1,0.822,*
texts_in_train_set,-0.4512,0.181,-2.499,0.015,-0.812,-0.09,*
