,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.5344,0.125,4.281,0.05,-0.003,1.072,.
texts_in_test_set,1.6263,0.901,1.806,0.213,-2.249,5.501,
texts_in_train_set,1.4735,0.86,1.714,0.229,-2.226,5.173,
"np.power(texts_in_test_set, 2)",0.2137,0.377,0.567,0.628,-1.408,1.835,
"np.power(texts_in_train_set, 2)",-0.172,0.382,-0.45,0.697,-1.816,1.472,
