,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.5132,0.112,4.588,0.0,0.289,0.738,***
texts_in_test_set,0.5447,0.202,2.693,0.009,0.139,0.95,**
texts_in_train_set,-0.3724,0.202,-1.841,0.071,-0.778,0.033,.
