,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.637,0.138,4.613,0.01,0.254,1.02,*
market_trend,-0.0964,0.114,-0.847,0.445,-0.412,0.22,
"np.power(market_trend, 2)",-0.0727,0.088,-0.823,0.457,-0.318,0.173,
