,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.4867,0.112,4.335,0.0,0.261,0.712,***
texts_in_test_set,0.655,0.203,3.226,0.002,0.248,1.062,**
texts_in_train_set,-0.4342,0.203,-2.139,0.037,-0.841,-0.027,*
