,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.3007,0.224,5.799,0.028,0.336,2.266,*
texts_in_test_set,-0.0968,0.322,-0.3,0.792,-1.484,1.291,
texts_in_train_set,0.0742,0.292,0.254,0.823,-1.182,1.33,
"np.power(texts_in_test_set, 2)",-0.2554,0.097,-2.633,0.119,-0.673,0.162,
"np.power(texts_in_train_set, 2)",-0.4119,0.191,-2.152,0.164,-1.236,0.412,
