,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.5494,0.125,4.407,0.0,0.293,0.806,***
texts_in_test_set,0.8619,1.077,0.801,0.431,-1.355,3.079,
texts_in_train_set,1.0336,1.077,0.96,0.346,-1.184,3.251,
