,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.1439,0.341,0.422,0.676,-0.558,0.845,
market_trend,-0.0257,0.149,-0.172,0.865,-0.333,0.282,
texts_in_train_set,1.644e-06,1.28e-06,1.282,0.212,-9.98e-07,4.29e-06,
