,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.5186,0.572,0.907,0.46,-1.941,2.978,
texts_in_test_set,1.2307,0.822,1.497,0.273,-2.306,4.767,
texts_in_train_set,-1.0321,0.744,-1.387,0.3,-4.234,2.17,
"np.power(texts_in_test_set, 2)",-0.0214,0.247,-0.087,0.939,-1.085,1.042,
"np.power(texts_in_train_set, 2)",0.3438,0.488,0.705,0.554,-1.756,2.443,
