,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.29,0.165,7.814,0.001,0.832,1.748,**
market_trend,0.2125,0.136,1.562,0.193,-0.165,0.59,
"np.power(market_trend, 2)",-0.0458,0.106,-0.433,0.687,-0.339,0.248,
