,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.5072,0.324,1.566,0.123,-0.142,1.157,
market_trend,0.1452,0.14,1.034,0.306,-0.136,0.427,
texts_in_train_set,8.724e-07,4.39e-05,0.02,0.984,-8.72e-05,8.9e-05,
