,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.4622,0.691,0.668,0.573,-2.513,3.437,
texts_in_test_set,0.4055,0.994,0.408,0.723,-3.872,4.683,
texts_in_train_set,-0.4174,0.9,-0.464,0.688,-4.29,3.455,
"np.power(texts_in_test_set, 2)",-0.2472,0.299,-0.827,0.495,-1.534,1.039,
"np.power(texts_in_train_set, 2)",0.3695,0.59,0.626,0.595,-2.17,2.909,
