,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,-0.4904,0.021,-23.814,0.0,-0.534,-0.447,***
shared_model[T.shared],0.0282,0.025,1.122,0.28,-0.025,0.082,
shared_model[T.sharedWithIndicator],0.0004,0.024,0.015,0.988,-0.051,0.052,
window_size,0.0784,0.01,7.754,0.0,0.057,0.1,***
"np.power(window_size, 2)",0.026,0.012,2.16,0.047,0.0,0.052,*
