,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.1749,0.073,16.182,0.0,1.03,1.32,***
texts_in_test_set,1.11,0.131,8.453,0.0,0.848,1.372,***
texts_in_train_set,-0.0178,0.131,-0.136,0.892,-0.28,0.244,
