,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.8934,0.088,10.194,0.0,0.719,1.068,***
texts_in_test_set,1.1454,0.159,7.227,0.0,0.829,1.462,***
texts_in_train_set,-0.912,0.159,-5.754,0.0,-1.228,-0.596,***
