,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.9952,0.317,3.137,0.003,0.362,1.628,**
market_trend,0.1657,0.138,1.205,0.232,-0.109,0.44,
texts_in_train_set,-1.482e-05,4.3e-05,-0.344,0.732,-0.0,7.11e-05,
