,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.729,0.052,33.162,0.0,1.625,1.833,***
texts_in_test_set,1.8467,0.094,19.584,0.0,1.659,2.035,***
texts_in_train_set,-1.3796,0.094,-14.631,0.0,-1.568,-1.191,***
