,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.69,0.256,2.7,0.009,0.18,1.2,**
market_trend,-0.0874,0.111,-0.788,0.433,-0.309,0.134,
texts_in_train_set,7.501e-05,3.47e-05,2.164,0.034,5.81e-06,0.0,*
