,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,1.5381,0.369,4.167,0.0,0.801,2.275,***
market_trend,0.1297,0.16,0.81,0.421,-0.19,0.449,
texts_in_train_set,2.782e-05,5.01e-05,0.556,0.58,-7.21e-05,0.0,
