,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,-0.1739,0.247,-0.705,0.483,-0.666,0.319,
market_trend,0.5153,0.107,4.816,0.0,0.302,0.729,***
texts_in_train_set,0.0002,3.35e-05,5.87,0.0,0.0,0.0,***
