,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.8718,0.113,7.749,0.0,0.647,1.097,***
texts_in_test_set,0.5656,0.203,2.779,0.007,0.159,0.973,**
texts_in_train_set,-0.3243,0.203,-1.593,0.116,-0.731,0.083,
