,coef,std err,t,P>|t|,[0.025,0.975],sgnf_stars
Intercept,0.7948,0.126,6.285,0.0,0.541,1.048,***
texts_in_test_set,0.5134,0.229,2.245,0.029,0.055,0.972,*
texts_in_train_set,-0.4097,0.229,-1.791,0.079,-0.868,0.049,.
